MODEL YEAR,DIVISION,CARLINE,ENG DISPL,# CYL,CITY FE,HWY FE,COMB FE
2016,MITSUBISHI MOTORS CORPORATION,OUTLANDER SPORT 2WD,2.0,4,24,31,27
2016,MITSUBISHI MOTORS CORPORATION,OUTLANDER SPORT 2WD,2.0,4,23,29,25
2016,FORD,F150 4WD FFV,5.0,8,15,21,17
2016,FORD,F150 5.0L 4WD FFV GVWR>7599 LBS PAYLOAD PACKAGE,5.0,8,14,19,16
2016,FERRARI,FF,6.3,12,11,17,13
2016,FERRARI,FF,6.3,12,11,16,13
2016,FORD,FOCUS RS AWD,2.3,4,19,25,22
2016,FORD,FOCUS ST FWD,2.0,4,22,31,25
2016,FORD,FUSION AWD,2.0,4,22,31,25
2016,FORD,FUSION FWD,1.5,4,24,36,28
2016,FORD,FUSION FWD,1.5,4,25,37,29
2016,FORD,FUSION FWD,2.0,4,22,33,26
2016,FORD,MUSTANG,5.0,8,15,25,19
2016,FORD,MUSTANG CONVERTIBLE,2.3,4,20,29,24
2016,FORD,MUSTANG CONVERTIBLE,5.0,8,15,24,18
2016,MAZDA,MAZDA3 4-DOOR,2.5,4,28,39,32
2016,MAZDA,MAZDA3 4-DOOR,2.5,4,25,37,29
2016,MERCEDES-BENZ,AMG C 63,4.0,8,18,25,20
2016,MERCEDES-BENZ,AMG C 63 S,4.0,8,18,25,20
2016,MITSUBISHI MOTORS CORPORATION,OUTLANDER SPORT 2WD,2.4,4,23,28,25
2016,JAGUAR,F-TYPE S COUPE,3.0,6,19,27,22
2016,JAGUAR,F-TYPE S COUPE MANUAL,3.0,6,15,24,18
2016,LAMBORGHINI,AVENTADOR COUPE,6.5,12,11,18,13
2016,LAMBORGHINI,AVENTADOR ROADSTER,6.5,12,10,17,12
2016,LAMBORGHINI,HURACAN,5.2,10,14,21,17
2016,LAMBORGHINI,HURACAN SPYDER,5.2,10,14,20,16
2016,MAZDA,MX-5,2.0,4,27,36,30
2016,MAZDA,MX-5,2.0,4,27,34,30
2016,MCLAREN,570S COUPE,3.8,8,16,23,19
2016,MCLAREN,650S COUPE,3.8,8,16,22,18
2016,MCLAREN,650S SPIDER,3.8,8,16,22,18
2016,HYUNDAI MOTOR COMPANY,GENESIS RWD,5.0,8,15,23,18
2016,HYUNDAI MOTOR COMPANY,SONATA,1.6,4,28,38,32
2016,HYUNDAI MOTOR COMPANY,SONATA,2.0,4,23,32,26
2016,HYUNDAI MOTOR COMPANY,SONATA,2.4,4,25,38,30
2016,HYUNDAI MOTOR COMPANY,SONATA LIMITED,2.0,4,21,31,25
2016,HYUNDAI MOTOR COMPANY,SONATA SPORT/LIMITED,2.4,4,25,36,29
2016,JAGUAR,XJ,3.0,6,18,27,21
2016,MCLAREN,675LT COUPE,3.8,8,16,22,18
2016,MERCEDES-BENZ,AMG GT S,4.0,8,16,22,18
2016,MERCEDES-BENZ,AMG SL 63,5.5,8,16,25,19
2016,MERCEDES-BENZ,AMG SL 65,6.0,12,14,21,17
2016,MERCEDES-BENZ,AMG SLK 55,5.5,8,19,28,22
2016,MERCEDES-BENZ,SL 400,3.0,6,20,27,23
2016,MERCEDES-BENZ,SL 550,4.7,8,16,24,19
2016,FORD,SHELBY GT350 MUSTANG,5.2,8,14,21,16
2016,GMC,K15 SIERRA 4WD,4.3,6,17,22,19
2016,GMC,K15 SIERRA 4WD,5.3,8,16,22,18
2016,GMC,K15 SIERRA 4WD,5.3,8,16,22,18
2016,GMC,K15 SIERRA 4WD,5.3,8,16,21,18
2016,MERCEDES-BENZ,AMG CLA 45 4MATIC,2.0,4,23,31,26
2016,MERCEDES-BENZ,AMG CLS 63 S 4MATIC,5.5,8,16,22,18
2016,MERCEDES-BENZ,AMG S 63 4MATIC (COUPE),5.5,8,15,23,18
2016,MERCEDES-BENZ,AMG S 65 (COUPE),6.0,12,13,20,15
2016,MERCEDES-BENZ,C 300,2.0,4,25,34,28
2016,MERCEDES-BENZ,C 300 4MATIC,2.0,4,24,31,27
2016,FORD,FUSION FWD,2.5,4,22,34,26
2016,FORD,FUSION HYBRID FWD,2.0,4,44,41,42
2016,HONDA,ACCORD,2.4,4,27,37,31
2016,HONDA,ACCORD,2.4,4,26,35,30
2016,MERCEDES-BENZ,C 450 AMG,3.0,6,21,29,24
2016,MERCEDES-BENZ,CLA 250,2.0,4,26,38,30
2016,MERCEDES-BENZ,CLA 250 4MATIC,2.0,4,24,33,27
2016,MERCEDES-BENZ,CLA 250 4MATIC,2.0,4,24,33,27
2016,MERCEDES-BENZ,CLS 400,3.0,6,20,30,24
2016,HYUNDAI MOTOR COMPANY,GENESIS COUPE,3.8,6,16,25,19
2016,HYUNDAI MOTOR COMPANY,GENESIS COUPE,3.8,6,17,24,19
2016,LEXUS,RC 200T,2.0,4,22,32,26
2016,GMC,K15 SIERRA 4WD,5.3,8,15,21,17
2016,NISSAN,PATHFINDER 2WD,3.5,6,20,27,23
2016,NISSAN,ROGUE FWD,2.5,4,26,33,28
2016,TOYOTA,HIGHLANDER,2.7,4,20,25,22
2016,TOYOTA,HIGHLANDER,3.5,6,19,25,21
2016,TOYOTA,RAV4,2.5,4,23,30,26
2016,TOYOTA,RAV4 LE/XLE,2.5,4,24,31,26
2016,VOLKSWAGEN,TIGUAN,2.0,4,21,26,23
2016,VOLVO,XC60 FWD,2.0,4,23,31,26
2016,MERCEDES-BENZ,SLK 300,2.0,4,25,32,28
2016,MERCEDES-BENZ,SLK 350,3.5,6,21,29,24
2016,MERCEDES-BENZ,SMART FORTWO (COUPE),0.9,3,34,39,36
2016,JAGUAR,XJ,5.0,8,15,23,18
2016,JAGUAR,XJ AWD,3.0,6,17,26,20
2016,HONDA,ACCORD,2.4,4,23,34,27
2016,HONDA,ACCORD,3.5,6,21,34,26
2016,HONDA,ACCORD,3.5,6,21,32,25
2016,HONDA,ACCORD,3.5,6,18,28,22
2016,HONDA,CIVIC 4DR,1.5,4,31,42,35
2016,HONDA,CIVIC 4DR,2.0,4,31,41,35
2016,MERCEDES-BENZ,CLS 400 4MATIC,3.0,6,19,26,22
2016,MERCEDES-BENZ,CLS 550,4.7,8,17,26,21
2016,MERCEDES-BENZ,CLS 550 4MATIC,4.7,8,17,25,20
2016,MERCEDES-BENZ,S 550 4MATIC (COUPE),4.7,8,16,24,19
2016,MINI,MINI COOPER COUNTRYMAN,1.6,4,25,30,27
2016,MINI,MINI COOPER COUNTRYMAN,1.6,4,27,32,29
2016,JAGUAR,XJL,3.0,6,18,27,21
2016,JAGUAR,XJL,5.0,8,15,23,18
2016,JAGUAR,XJL AWD,3.0,6,17,25,20
2016,KIA MOTORS CORPORATION,CADENZA,3.3,6,19,28,22
2016,KIA MOTORS CORPORATION,FORTE 5,1.6,4,21,29,24
2016,KIA MOTORS CORPORATION,FORTE 5,1.6,4,21,29,24
2016,KIA MOTORS CORPORATION,FORTE 5,2.0,4,25,33,28
2016,KIA MOTORS CORPORATION,K900,3.8,6,17,26,20
2016,KIA MOTORS CORPORATION,K900,5.0,8,15,23,18
2016,KIA MOTORS CORPORATION,OPTIMA,1.6,4,28,39,32
2016,KIA MOTORS CORPORATION,OPTIMA,2.0,4,22,32,25
2016,KIA MOTORS CORPORATION,OPTIMA,2.4,4,24,35,28
2016,KIA MOTORS CORPORATION,OPTIMA FE,2.0,4,22,32,26
2016,KIA MOTORS CORPORATION,OPTIMA FE,2.4,4,25,37,30
2016,LINCOLN,MKS AWD,3.5,6,16,24,19
2016,LINCOLN,MKS AWD,3.7,6,17,24,19
2016,LINCOLN,MKS FWD,3.7,6,17,26,20
2016,MASERATI,QUATTROPORTE GTS,3.8,8,15,22,17
2016,MASERATI,QUATTROPORTE S,3.0,6,16,23,18
2016,MASERATI,QUATTROPORTE SQ4 V6,3.0,6,16,23,18
2016,MERCEDES-BENZ,AMG S 63 4MATIC,5.5,8,15,23,18
2016,MERCEDES-BENZ,AMG S 65,6.0,12,13,20,15
2016,MERCEDES-BENZ,MAYBACH S 600,6.0,12,13,20,15
2016,MERCEDES-BENZ,S 550,4.7,8,17,26,20
2016,MERCEDES-BENZ,S 550 4MATIC,4.7,8,16,26,19
2016,MERCEDES-BENZ,S 600,6.0,12,14,21,16
2016,PORSCHE,PANAMERA,3.6,6,18,28,22
2016,PORSCHE,PANAMERA 4,3.6,6,18,27,21
2016,PORSCHE,PANAMERA 4S,3.0,6,17,27,21
2016,PORSCHE,PANAMERA 4S EXECUTIVE,3.0,6,17,26,20
2016,PORSCHE,PANAMERA GTS,4.8,8,16,24,19
2016,LEXUS,RC 300 AWD,3.5,6,19,26,21
2016,LEXUS,RC 350,3.5,6,19,28,22
2016,LEXUS,RC 350 AWD,3.5,6,19,26,21
2016,LEXUS,RC F,5.0,8,16,25,19
2016,MASERATI,GRANTURISMO,4.7,8,13,21,16
2016,HONDA,CIVIC 4DR,2.0,4,27,40,31
2016,HYUNDAI MOTOR COMPANY,ELANTRA,1.8,4,28,38,32
2016,HYUNDAI MOTOR COMPANY,ELANTRA,1.8,4,27,37,31
2016,HYUNDAI MOTOR COMPANY,ELANTRA,2.0,4,24,35,28
2016,HYUNDAI MOTOR COMPANY,ELANTRA,2.0,4,24,34,28
2016,HYUNDAI MOTOR COMPANY,ELANTRA GT,2.0,4,24,33,27
2016,HYUNDAI MOTOR COMPANY,ELANTRA GT,2.0,4,24,33,27
2016,HYUNDAI MOTOR COMPANY,ELANTRA LIMITED,1.8,4,27,37,31
2016,HYUNDAI MOTOR COMPANY,SONATA HYBRID,2.0,4,39,43,41
2016,HYUNDAI MOTOR COMPANY,SONATA HYBRID SE,2.0,4,40,44,42
2016,INFINITI,Q50,2.0,4,23,31,26
2016,INFINITI,Q50,3.0,6,19,28,23
2016,INFINITI,Q50 AWD,2.0,4,22,28,24
2016,VOLVO,XC60 FWD,2.0,4,22,29,24
2016,GMC,K15 SIERRA 4WD,6.2,8,15,21,17
2016,RAM,1500 4X4,3.0,6,19,27,22
2016,RAM,1500 4X4,3.6,6,16,23,19
2016,MINI,MINI COOPER PACEMAN,1.6,4,25,30,27
2016,MINI,MINI COOPER PACEMAN,1.6,4,27,32,29
2016,MINI,MINI COOPER S COUNTRYMAN,1.6,4,25,32,28
2016,MERCEDES-BENZ,SMART FORTWO (COUPE),0.9,3,32,39,35
2016,NISSAN,370Z,3.7,6,19,26,21
2016,VOLVO,XC70 FWD,2.0,4,23,31,26
2016,ACURA,MDX 4WD,3.5,6,19,26,22
2016,ACURA,MDX 4WD,3.5,6,18,26,21
2016,PORSCHE,PANAMERA S,3.0,6,17,27,21
2016,PORSCHE,PANAMERA TURBO,4.8,8,15,24,18
2016,PORSCHE,PANAMERA TURBO EXECUTIVE,4.8,8,15,24,18
2016,PORSCHE,PANAMERA TURBO S,4.8,8,15,24,18
2016,PORSCHE,PANAMERA TURBO S EXECUTIVE,4.8,8,15,24,18
2016,MASERATI,GRANTURISMO CONVERTIBLE,4.7,8,13,20,15
2016,MERCEDES-BENZ,E 400 (CONVERTIBLE),3.0,6,20,29,24
2016,MERCEDES-BENZ,E 400 (COUPE),3.0,6,20,29,24
2016,MERCEDES-BENZ,E 400 4MATIC (COUPE),3.0,6,20,28,23
2016,RAM,1500 4X4,5.7,8,13,19,15
2016,INFINITI,Q50 AWD,3.0,6,19,27,22
2016,INFINITI,Q50S,3.0,6,19,28,23
2016,INFINITI,Q50S AWD,3.0,6,18,26,21
2016,INFINITI,Q50S AWD RED SPORT,3.0,6,19,26,22
2016,INFINITI,Q50S RED SPORT,3.0,6,20,26,22
2016,RAM,1500 4X4,5.7,8,15,21,17
2016,ROUSH,F150 PICKUP 4WD,5.0,8,12,15,13
2016,TOYOTA,TUNDRA 4WD,4.6,8,14,18,16
2016,TOYOTA,TUNDRA 4WD,5.7,8,13,17,15
2016,TOYOTA,TUNDRA 4WD FFV,5.7,8,13,17,15
2016,CHEVROLET,G2500 EXPRESS 2WD PASS MDPV,6.0,8,11,16,13
2016,CHEVROLET,G3500 EXPRESS 2WD PASS MDPV,6.0,8,11,16,12
2016,FORD,TRANSIT T150 WAGON,3.5,6,15,19,16
2016,MINI,MINI COOPER S COUNTRYMAN,1.6,4,26,32,29
2016,MERCEDES-BENZ,E 550 (CONVERTIBLE),4.7,8,17,26,20
2016,MINI,MINI COOPER S COUNTRYMAN ALL4,1.6,4,23,30,26
2016,MINI,MINI COOPER S COUNTRYMAN ALL4,1.6,4,25,31,27
2016,MINI,MINI COOPER S PACEMAN,1.6,4,25,32,28
2016,MINI,MINI COOPER S PACEMAN,1.6,4,26,32,29
2016,MINI,MINI COOPER S PACEMAN ALL4,1.6,4,23,30,26
2016,MINI,MINI COOPER S PACEMAN ALL4,1.6,4,25,31,27
2016,MINI,MINI JCW COUNTRYMAN ALL4,1.6,4,23,30,26
2016,MINI,MINI JCW COUNTRYMAN ALL4,1.6,4,25,31,27
2016,MINI,MINI JCW PACEMAN ALL4,1.6,4,23,30,26
2016,MINI,MINI JCW PACEMAN ALL4,1.6,4,25,31,27
2016,FORD,TRANSIT T150 WAGON FFV,3.7,6,14,18,16
2016,GMC,G2500 SAVANA 2WD PASS MDPV,6.0,8,11,16,13
2016,GMC,G3500 SAVANA 2WD PASS MDPV,6.0,8,11,16,12
2016,NISSAN,370Z,3.7,6,18,26,21
2016,NISSAN,370Z ROADSTER,3.7,6,18,25,21
2016,NISSAN,370Z ROADSTER,3.7,6,17,24,20
2016,ACURA,RDX 4WD,3.5,6,19,28,22
2016,AUDI,Q5,2.0,4,20,28,23
2016,CADILLAC,XTS HEARSE,3.6,6,15,21,17
2016,MITSUBISHI MOTORS CORPORATION,LANCER,2.0,4,27,35,30
2016,ROLLS-ROYCE MOTOR CARS LIMITED,GHOST,6.6,12,13,21,15
2016,ROLLS-ROYCE MOTOR CARS LIMITED,GHOST EWB,6.6,12,13,21,15
2016,ROLLS-ROYCE MOTOR CARS LIMITED,PHANTOM,6.7,12,11,19,14
2016,ROLLS-ROYCE MOTOR CARS LIMITED,PHANTOM EWB,6.7,12,11,19,14
2016,PAGANI AUTOMOBILI S.P.A.,HUAYRA COUPE,6.0,12,11,17,13
2016,CADILLAC,XTS LIMO,3.6,6,15,21,17
2016,INFINITI,Q70,3.7,6,18,26,21
2016,INFINITI,Q70,5.6,8,16,24,19
2016,INFINITI,Q70 AWD,3.7,6,18,24,20
2016,MERCEDES-BENZ,E 550 (COUPE),4.7,8,18,26,21
2016,MINI,MINI COOPER HARDTOP 2 DOOR,1.5,4,27,37,31
2016,PORSCHE,911 GT3,3.8,6,15,20,17
2016,PORSCHE,911 GT3RS,4.0,6,14,20,16
2016,PORSCHE,BOXSTER,2.7,6,22,32,26
2016,PORSCHE,BOXSTER,2.7,6,20,30,24
2016,PORSCHE,BOXSTER GTS,3.4,6,22,31,25
2016,AUDI,ALLROAD QUATTRO,2.0,4,21,28,24
2016,BMW,328D XDRIVE SPORTS WAGON,2.0,4,30,40,34
2016,MINI,MINI COOPER HARDTOP 2 DOOR,1.5,4,28,39,32
2016,MINI,MINI COOPER HARDTOP 4 DOOR,1.5,4,27,37,31
2016,MINI,MINI COOPER HARDTOP 4 DOOR,1.5,4,29,39,33
2016,MINI,MINI COOPER S HARDTOP 2 DOOR,2.0,4,26,33,29
2016,MINI,MINI COOPER S HARDTOP 2 DOOR,2.0,4,23,33,27
2016,MINI,MINI COOPER S HARDTOP 4 DOOR,2.0,4,26,33,29
2016,MINI,MINI COOPER S HARDTOP 4 DOOR,2.0,4,23,33,27
2016,MITSUBISHI MOTORS CORPORATION,LANCER,2.0,4,24,34,28
2016,MITSUBISHI MOTORS CORPORATION,LANCER,2.4,4,24,31,27
2016,MITSUBISHI MOTORS CORPORATION,LANCER,2.4,4,22,31,25
2016,MITSUBISHI MOTORS CORPORATION,LANCER 4WD,2.4,4,23,31,26
2016,NISSAN,VERSA,1.6,4,26,35,30
2016,NISSAN,VERSA,1.6,4,31,40,35
2016,MINI,MINI JOHN COOPER WORKS HARDTOP,2.0,4,25,31,28
2016,MINI,MINI JOHN COOPER WORKS HARDTOP,2.0,4,23,31,26
2016,INFINITI,Q70 AWD,5.6,8,16,23,18
2016,INFINITI,Q70 HYBRID,3.5,6,29,34,31
2016,JAGUAR,XF,3.0,6,20,30,24
2016,JAGUAR,XF AWD,3.0,6,20,28,23
2016,KIA MOTORS CORPORATION,FORTE,1.8,4,26,39,31
2016,KIA MOTORS CORPORATION,FORTE,1.8,4,25,37,30
2016,KIA MOTORS CORPORATION,FORTE,2.0,4,24,35,28
2016,KIA MOTORS CORPORATION,OPTIMA HYBRID,2.4,4,36,40,38
2016,KIA MOTORS CORPORATION,OPTIMA HYBRID EX,2.4,4,35,39,37
2016,LEXUS,ES 300H,2.5,4,40,39,40
2016,LEXUS,ES 350,3.5,6,21,31,24
2016,LEXUS,GS 200T,2.0,4,22,33,26
2016,LEXUS,GS 200T F SPORT,2.0,4,21,30,24
2016,LEXUS,GS 350,3.5,6,20,29,23
2016,LEXUS,GS 350 AWD,3.5,6,19,26,22
2016,LEXUS,GS 350 F SPORT,3.5,6,19,28,22
2016,LEXUS,GS 450H,3.5,6,29,34,31
2016,LEXUS,LS 460,4.6,8,16,24,19
2016,LEXUS,LS 460 AWD,4.6,8,16,23,18
2016,LEXUS,LS 460 L,4.6,8,16,24,19
2016,LEXUS,LS 460 L AWD,4.6,8,16,23,18
2016,LEXUS,LS 600H L,5.0,8,19,23,20
2016,LINCOLN,MKZ AWD,2.0,4,22,31,25
2016,LINCOLN,MKZ AWD,3.7,6,17,24,20
2016,LINCOLN,MKZ FWD,2.0,4,22,33,26
2016,BMW,328I XDRIVE SPORTS WAGON,2.0,4,22,34,26
2016,CHEVROLET,SONIC 5,1.4,4,27,37,31
2016,CHEVROLET,SONIC 5,1.4,4,29,40,33
2016,CHEVROLET,SONIC 5,1.8,4,24,35,28
2016,NISSAN,GT-R,3.8,6,16,22,19
2016,LINCOLN,MKZ FWD,3.7,6,18,27,22
2016,LINCOLN,MKZ HYBRID FWD,2.0,4,41,39,40
2016,MASERATI,GHIBLI  S RWD,3.0,6,16,24,19
2016,MASERATI,GHIBLI V6 REAR WHEEL DRIVE (RWD),3.0,6,17,24,19
2016,MASERATI,GHIBLI V6 SQ4 AWD,3.0,6,16,24,19
2016,MAZDA,MAZDA 6,2.5,4,28,40,32
2016,MAZDA,MAZDA 6,2.5,4,26,38,31
2016,MAZDA,MAZDA 6,2.5,4,25,37,29
2016,MAZDA,MAZDA3 5-DOOR,2.0,4,30,40,33
2016,MAZDA,MAZDA3 5-DOOR,2.0,4,29,40,33
2016,MAZDA,MAZDA3 5-DOOR,2.5,4,28,39,32
2016,MAZDA,MAZDA3 5-DOOR,2.5,4,27,37,31
2016,MAZDA,MAZDA3 5-DOOR,2.5,4,26,35,29
2016,MERCEDES-BENZ,AMG E 63 4MATIC,5.5,8,16,23,19
2016,MERCEDES-BENZ,AMG E 63 S 4MATIC,5.5,8,15,22,18
2016,MERCEDES-BENZ,E 250 BLUETEC,2.1,4,28,42,33
2016,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,2.1,4,27,38,31
2016,AUDI,Q5,3.0,6,24,31,27
2016,AUDI,Q5,3.0,6,18,26,21
2016,MERCEDES-BENZ,E 350,3.5,6,20,29,23
2016,MERCEDES-BENZ,E 350,3.5,6,20,29,23
2016,MERCEDES-BENZ,E 350 4MATIC,3.5,6,20,28,23
2016,MERCEDES-BENZ,E 350 4MATIC,3.5,6,20,28,23
2016,MERCEDES-BENZ,E 400,3.0,6,20,29,23
2016,MERCEDES-BENZ,E 400 4MATIC,3.0,6,20,28,23
2016,MERCEDES-BENZ,E 550 4MATIC,4.7,8,18,24,21
2016,MINI,MINI COOPER CLUBMAN,1.5,4,25,34,28
2016,MINI,MINI COOPER CLUBMAN,1.5,4,25,35,28
2016,MINI,MINI COOPER S CLUBMAN,2.0,4,24,34,27
2016,MINI,MINI COOPER S CLUBMAN,2.0,4,22,32,26
2016,NISSAN,ALTIMA,2.5,4,27,39,31
2016,NISSAN,ALTIMA 3.5,3.5,6,22,32,26
2016,KIA MOTORS CORPORATION,SOUL ECO DYNAMICS,2.0,4,24,31,27
2016,NISSAN,JUKE,1.6,4,28,32,30
2016,NISSAN,JUKE,1.6,4,28,34,30
2016,NISSAN,JUKE AWD,1.6,4,26,31,28
2016,NISSAN,JUKE NISMO RS,1.6,4,25,31,27
2016,NISSAN,JUKE NISMO RS AWD,1.6,4,25,29,27
2016,SUBARU,IMPREZA SPORT,2.0,4,27,36,31
2016,CHEVROLET,C15 SILVERADO 2WD CAB CHASSIS,5.3,8,15,20,17
2016,CHEVROLET,COLORADO CAB CHASSIS 2WD,3.6,6,15,17,16
2016,CHEVROLET,K15 SILVERADO 4WD CAB CHASSIS,5.3,8,15,19,17
2016,GMC,C15 SIERRA 2WD CAB CHASSIS,5.3,8,15,20,17
2016,CHEVROLET,CITY EXPRESS CARGO VAN,2.0,4,24,26,25
2016,FORD,TRANSIT CONNECT VAN 2WD,1.6,4,22,29,25
2016,FORD,TRANSIT CONNECT VAN 2WD,2.5,4,20,28,23
2016,FORD,TRANSIT CONNECT VAN FFV,2.5,4,20,28,23
2016,FORD,TRANSIT CONNECT WAGON FFV,2.5,4,19,27,22
2016,FORD,TRANSIT CONNECT WAGON FWD,1.6,4,22,29,25
2016,FORD,TRANSIT CONNECT WAGON FWD,2.5,4,19,27,22
2016,ROUSH,ROUSH STAGE 3 MUSTANG,5.0,8,13,23,16
2016,ROUSH,ROUSH STAGE 3 MUSTANG,5.0,8,12,23,16
2016,SCION,IA,1.5,4,33,42,37
2016,SCION,IA,1.5,4,31,41,35
2016,CHEVROLET,SONIC 5,1.8,4,26,35,30
2016,PORSCHE,BOXSTER GTS,3.4,6,19,26,22
2016,VOLKSWAGEN,BEETLE CONVERTIBLE,1.8,4,25,34,28
2016,VOLKSWAGEN,BEETLE CONVERTIBLE,2.0,4,23,31,26
2016,VOLKSWAGEN,BEETLE CONVERTIBLE,2.0,4,23,31,26
2016,VOLKSWAGEN,EOS,2.0,4,22,30,25
2016,ACURA,ILX,2.4,4,25,36,29
2016,ACURA,TLX 2WD,2.4,4,24,35,28
2016,ACURA,TLX 2WD,3.5,6,21,34,25
2016,ACURA,TLX 4WD,3.5,6,21,31,25
2016,AUDI,A4,2.0,4,24,31,27
2016,AUDI,A4 QUATTRO,2.0,4,21,30,25
2016,AUDI,A4 QUATTRO,2.0,4,22,32,26
2016,AUDI,Q3,2.0,4,20,29,23
2016,AUDI,Q3 QUATTRO,2.0,4,20,28,23
2016,FORD,TRANSIT CONNECT WAGON LWB FFV,2.5,4,19,27,22
2016,FORD,TRANSIT CONNECT WAGON LWB FWD,2.5,4,19,27,22
2016,LINCOLN,MKT LIVERY FWD,2.0,4,18,25,21
2016,NISSAN,VERSA,1.6,4,27,36,30
2016,ROLLS-ROYCE MOTOR CARS LIMITED,DAWN,6.6,12,12,19,14
2016,ROLLS-ROYCE MOTOR CARS LIMITED,PHANTOM COUPE,6.7,12,11,19,14
2016,ROLLS-ROYCE MOTOR CARS LIMITED,PHANTOM DROPHEAD COUPE,6.7,12,11,19,14
2016,SCION,TC,2.5,4,23,31,26
2016,SCION,TC,2.5,4,23,31,26
2016,SUBARU,IMPREZA,2.0,4,28,37,31
2016,SUBARU,IMPREZA,2.0,4,25,34,28
2016,SUBARU,WRX,2.0,4,18,24,21
2016,SUBARU,WRX,2.0,4,20,27,23
2016,SUBARU,WRX,2.5,4,17,23,19
2016,TOYOTA,PRIUS C,1.5,4,53,46,50
2016,TOYOTA,YARIS,1.5,4,30,36,32
2016,TOYOTA,YARIS,1.5,4,30,37,33
2016,VOLKSWAGEN,BEETLE,1.8,4,25,34,28
2016,VOLKSWAGEN,BEETLE,1.8,4,25,34,28
2016,VOLKSWAGEN,BEETLE,2.0,4,24,31,27
2016,VOLKSWAGEN,BEETLE,2.0,4,23,31,26
2016,AUDI,S4,3.0,6,18,28,21
2016,AUDI,S4,3.0,6,17,26,20
2016,BENTLEY,CONTINENTAL GT,4.0,8,15,25,19
2016,AUDI,Q5 HYBRID,2.0,4,24,30,26
2016,AUDI,SQ5,3.0,6,17,24,19
2016,BMW,X3 XDRIVE28D,2.0,4,27,34,30
2016,BMW,X3 XDRIVE28I,2.0,4,21,28,24
2016,PORSCHE,BOXSTER S,3.4,6,21,30,24
2016,VOLKSWAGEN,BEETLE DUNE,1.8,4,24,31,27
2016,VOLKSWAGEN,CC,2.0,4,22,31,25
2016,VOLKSWAGEN,CC,2.0,4,21,32,25
2016,MERCEDES-BENZ,METRIS (CARGO VAN),2.0,4,21,24,22
2016,MERCEDES-BENZ,METRIS (PASSENGER VAN),2.0,4,20,23,22
2016,NISSAN,NV200 CARGO VAN,2.0,4,24,26,25
2016,NISSAN,NV200 NYC TAXI,2.0,4,23,26,24
2016,RAM,PROMASTER CITY,2.4,4,21,29,24
2016,LINCOLN,MKT LIVERY AWD,3.7,6,16,23,18
2016,TOYOTA,SIENNA AWD,3.5,6,16,23,19
2016,VOLKSWAGEN,CC 4MOTION,3.6,6,17,25,20
2016,VOLKSWAGEN,GOLF,1.8,4,25,36,29
2016,VOLKSWAGEN,GOLF,1.8,4,25,37,30
2016,VOLKSWAGEN,GOLF R,2.0,4,23,30,25
2016,VOLKSWAGEN,GOLF R,2.0,4,22,31,25
2016,VOLKSWAGEN,GTI,2.0,4,25,33,28
2016,VOLKSWAGEN,GTI,2.0,4,25,34,28
2016,VOLKSWAGEN,JETTA,1.4,4,28,39,32
2016,VOLKSWAGEN,JETTA,1.4,4,28,40,33
2016,VOLKSWAGEN,JETTA,1.8,4,25,36,29
2016,VOLKSWAGEN,JETTA,1.8,4,25,37,29
2016,FIAT,500L,1.4,4,22,30,25
2016,FIAT,500L,1.4,4,25,33,28
2016,HONDA,FIT,1.5,4,33,41,36
2016,HONDA,FIT,1.5,4,32,38,35
2016,HONDA,FIT,1.5,4,29,37,32
